a,b,c,d,e,f,g,h,i,j,k
33.4785,8.1259,8.1278,25.957,1.1924,0,4.8421,0.038,0.0039,0.001,0
33.4818,8.1131,8.115,26.106,1.1903,0,4.8416,0.0372,0.0027,0.0003,0
33.4779,8.1014,8.1033,26.287,1.1875,0.0002,4.8648,0.033,0.0024,0.0002,0
33.4786,8.0875,8.0895,26.492,1.1855,0.0003,4.8846,0.0341,0.0031,0.0003,0
33.4919,8.072,8.074,26.689,1.184,0,4.9008,0.0343,0.0032,0,0
33.5066,8.0554,8.0573,26.892,1.1816,0.0007,4.9036,0.0264,0.0027,0.001,0
33.5233,8.0412,8.0432,27.094,1.1785,0.0013,4.9002,0.0259,0.0028,0,0
33.5434,8.0321,8.034,27.299,1.1775,0,4.903,0.0259,0.0036,0,0
33.5574,8.0288,8.0307,27.507,1.1751,0.0013,4.9084,0.0255,0.0038,0.0003,0
33.5704,8.0267,8.0286,27.671,1.1715,0.0009,4.9015,0.026,0.0031,0,0
33.5739,8.0241,8.0261,27.771,1.1694,0,4.8991,0.027,0.0029,0,0
33.5705,8.026,8.0279,27.797,1.1672,0,4.8943,0.0251,0.0026,0,0
33.5618,8.0307,8.0327,27.79,1.1643,0.0001,4.8949,0.0259,0.0032,0,0
33.5601,8.0348,8.0367,27.745,1.1612,0.0002,4.8891,0.0265,0.0035,0.0011,0
33.5629,8.0376,8.0395,27.699,1.1597,0.0011,4.8973,0.0253,0.0026,0.001,0
33.5624,8.0383,8.0403,27.658,1.1577,0.0012,4.8947,0.0288,0.0031,0.0002,0
33.5626,8.0374,8.0393,27.658,1.1545,0.0004,4.8919,0.0289,0.0025,0.0003,0
33.5661,8.0335,8.0354,27.706,1.152,0.0014,4.8962,0.0286,0.0032,0,0
33.5694,8.0286,8.0305,27.796,1.1487,0.0005,4.8938,0.0286,0.0036,0.0001,0
33.5738,8.0238,8.0257,27.942,1.1469,0.0006,4.8912,0.0263,0.0034,0.0005,0
33.5869,8.0199,8.0218,28.131,1.1443,0,4.8956,0.0246,0.0022,0.0004,0
33.5982,8.0155,8.0175,28.338,1.1411,0,4.8908,0.0252,0.0021,0,0
33.6079,8.0113,8.0133,28.546,1.1392,0,4.8895,0.0246,0.0027,0.0002,0
33.6124,8.0081,8.01,28.761,1.1367,0.0011,4.8928,0.0251,0.0021,0,0
33.6194,8.0058,8.0078,28.96,1.1354,0,4.8857,0.0246,0.0023,0,0
33.6261,8.0045,8.0064,29.161,1.1337,0.0002,4.8788,0.0242,0.0024,0.0001,0
33.6271,8.0035,8.0054,29.336,1.1305,0.0005,4.8819,0.0252,0.0026,0,0
33.6313,8.0031,8.005,29.45,1.1283,0.0007,4.8859,0.0256,0.0033,0.0008,0
33.6313,8.0047,8.0067,29.502,1.1261,0,4.8782,0.0243,0.004,0.0003,0
33.6276,8.0077,8.0096,29.484,1.1238,0,4.8837,0.0243,0.0031,0,0
33.623,8.0099,8.0118,29.423,1.1212,0,4.8827,0.0259,0.0026,0.0016,0
33.6226,8.0104,8.0123,29.348,1.119,0,4.8827,0.0245,0.0029,0.0011,0
33.6231,8.0106,8.0125,29.263,1.1167,0,4.8831,0.0258,0.0036,0.0008,0
33.6228,8.0114,8.0133,29.209,1.1151,0.0004,4.8772,0.0271,0.0031,0.0008,0
33.6224,8.0118,8.0138,29.187,1.1129,0.0001,4.8792,0.0256,0.0037,0,0
33.6202,8.0115,8.0134,29.209,1.1109,0,4.8775,0.0291,0.0034,0.0013,0
33.6249,8.0097,8.0117,29.287,1.1075,0.0006,4.8782,0.0265,0.0031,0.0003,0
33.6253,8.0078,8.0097,29.41,1.1069,0.0001,4.8836,0.0275,0.0031,0.0011,0
33.6253,8.0057,8.0076,29.568,1.1061,0.0002,4.8824,0.0269,0.0023,0,0
33.6263,8.0039,8.0058,29.749,1.1043,0,4.8732,0.0262,0.0028,0.0008,0
33.6283,8.0026,8.0045,29.937,1.1018,0,4.8732,0.0254,0.0036,0.0011,0
33.6303,8.002,8.0039,30.132,1.1022,0.0003,4.8729,0.0267,0.0037,0.0004,0
33.6313,8.0015,8.0034,30.331,1.1006,0.0002,4.8676,0.0263,0.0022,0.0009,0
33.6315,8.0015,8.0034,30.528,1.0989,0.0001,4.8706,0.0251,0.0031,0.0003,0
33.6315,8.0016,8.0035,30.714,1.0967,0.0004,4.8631,0.0243,0.0038,0.001,0
33.6325,8.0018,8.0037,30.87,1.0967,0,4.8626,0.0254,0.0033,0.001,0
33.6379,8.0019,8.0038,30.984,1.0958,0.0005,4.8714,0.0276,0.0033,0.0002,0
33.637,8.0044,8.0063,31.048,1.0943,0,4.8688,0.0261,0.0034,0,0
33.6336,8.0071,8.009,31.069,1.0933,0,4.8706,0.0266,0.0031,0.0005,0
33.6343,8.0087,8.0107,31.052,1.0916,0,4.8617,0.0272,0.0035,0.0005,0
33.6321,8.01,8.012,31.008,1.0908,0.0006,4.8691,0.0278,0.0023,0.0005,0
33.6314,8.0108,8.0127,30.958,1.0897,0,4.864,0.0275,0.0029,0.0012,0
33.631,8.011,8.013,30.921,1.0892,0,4.8702,0.0288,0.0027,0.0014,0
33.6291,8.011,8.013,30.901,1.088,0,4.8552,0.0279,0.0029,0,0
33.627,8.0104,8.0123,30.928,1.0864,0.001,4.8648,0.0278,0.0037,0.0011,0
33.6251,8.0087,8.0106,30.995,1.0858,0.0002,4.8671,0.0286,0.0046,0,0
33.6251,8.0063,8.0083,31.109,1.0859,0,4.874,0.0273,0.0026,0,0
33.6266,8.0041,8.006,31.254,1.084,0,4.8631,0.0272,0.0026,0,0
33.6305,8.0025,8.0044,31.433,1.0836,0,4.8701,0.0275,0.0026,0.0002,0
33.6311,8.0021,8.0041,31.614,1.0826,0,4.8451,0.0278,0.003,0.0005,0
33.6322,8.0019,8.0038,31.794,1.0832,0.0002,4.848,0.0278,0.0038,0,0
33.6343,8.0017,8.0036,31.973,1.0824,0.0009,4.846,0.0268,0.0024,0,0
33.6351,8.0023,8.0042,32.146,1.0818,0.0001,4.8582,0.027,0.0037,0,0
33.6349,8.003,8.0049,32.286,1.0809,0.0004,4.8673,0.0264,0.0031,0.0004,0
33.6365,8.0038,8.0057,32.378,1.0809,0,4.8657,0.0272,0.0026,0,0
33.6372,8.0053,8.0072,32.429,1.0817,0,4.8633,0.0249,0.0027,0.0001,0
33.6363,8.0074,8.0094,32.436,1.0797,0,4.8634,0.0321,0.0026,0.0005,0
33.6347,8.0094,8.0113,32.41,1.0796,0.0002,4.8621,0.0321,0.0029,0,0
33.6343,8.0108,8.0127,32.37,1.078,0.0008,4.8643,0.0319,0.0024,0,0
33.6332,8.012,8.0139,32.334,1.0773,0.0005,4.8689,0.0283,0.0031,0.0002,0
33.6306,8.0126,8.0145,32.327,1.076,0.0002,4.8627,0.0286,0.0031,0,0
33.6266,8.0122,8.0141,32.356,1.0758,0,4.8675,0.0285,0.0031,0.0001,0
33.6256,8.0102,8.0121,32.424,1.0754,0,4.8598,0.0289,0.0031,0,0
33.6265,8.0075,8.0094,32.541,1.0746,0.0012,4.8613,0.0283,0.0026,0.001,0
33.6276,8.0052,8.0071,32.688,1.0735,0.0006,4.8668,0.0278,0.0023,0,0
33.6293,8.0034,8.0053,32.854,1.0737,0,4.8572,0.0283,0.0037,0.0005,0
33.6314,8.0024,8.0043,33.036,1.0726,0,4.8489,0.0266,0.0033,0.0002,0
33.6344,8.0022,8.0041,33.218,1.0717,0.0002,4.8469,0.0275,0.0031,0,0
33.6371,8.0025,8.0044,33.393,1.0725,0,4.8504,0.0271,0.0036,0,0
33.6374,8.0033,8.0052,33.579,1.0719,0,4.8511,0.0309,0.0034,0.0002,0
33.6396,8.0041,8.006,33.732,1.0715,0.001,4.8512,0.0317,0.0035,0.001,0
33.6451,8.0049,8.0068,33.862,1.0719,0,4.8386,0.0306,0.0033,0.001,0
33.6464,8.007,8.0089,33.947,1.0719,0,4.8416,0.0319,0.0035,0.0005,0
33.6409,8.0099,8.0118,33.989,1.0713,0.0002,4.8505,0.0294,0.0034,0.0002,0
33.6368,8.0115,8.0134,34.002,1.0696,0.0012,4.8501,0.0275,0.0042,0.0002,0
33.6365,8.012,8.0139,33.976,1.0699,0.0001,4.8459,0.0289,0.0027,0.001,0
33.6371,8.0126,8.0146,33.935,1.0686,0,4.8428,0.0327,0.0033,0,0
33.6375,8.0134,8.0154,33.882,1.0681,0.0011,4.8362,0.0336,0.0039,0.0012,0
33.6382,8.0137,8.0157,33.838,1.0661,0,4.8319,0.0336,0.0033,0,0
33.6395,8.0139,8.0159,33.816,1.0661,0.0006,4.8369,0.0314,0.0043,0,0
33.6362,8.0144,8.0163,33.814,1.0643,0.0004,4.8305,0.0317,0.004,0.0005,0
33.6367,8.0136,8.0155,33.845,1.0633,0.0005,4.8385,0.0316,0.0043,0.0008,0
33.6352,8.0126,8.0145,33.915,1.0617,0.0007,4.8386,0.031,0.0037,0.0003,0
33.6342,8.011,8.013,34.023,1.0617,0,4.8432,0.0298,0.0036,0.0005,0
33.6365,8.0095,8.0115,34.156,1.061,0,4.8408,0.0301,0.0043,0,0
33.6428,8.0084,8.0104,34.318,1.0594,0,4.8354,0.0299,0.0035,0,0
33.6502,8.0085,8.0104,34.492,1.0591,0.0003,4.82,0.0314,0.0043,0.0002,0
33.6548,8.0097,8.0117,34.669,1.0576,0.0001,4.8061,0.0312,0.0042,0.0005,0
33.659,8.0114,8.0133,34.848,1.0568,0.0007,4.7999,0.032,0.004,0.0003,0
33.6606,8.0129,8.0149,35.025,1.0565,0.0011,4.7973,0.0315,0.0047,0.0001,0
33.6612,8.0142,8.0161,35.185,1.0557,0,4.7906,0.0342,0.0043,0,0
33.6635,8.0152,8.0172,35.325,1.0558,0,4.7889,0.034,0.0046,0,0
33.6667,8.0158,8.0178,35.417,1.0533,0,4.7947,0.034,0.0039,0,0
33.6655,8.0169,8.0188,35.47,1.05,0.0007,4.8017,0.036,0.0044,0.0002,0
33.6615,8.0189,8.0209,35.49,1.0504,0,4.7787,0.0359,0.005,0,0
33.6603,8.0205,8.0225,35.465,1.0465,0.0002,4.7714,0.036,0.0048,0.0002,0
33.6601,8.0218,8.0237,35.419,1.0452,0,4.7687,0.0336,0.0039,0.0008,0
33.6598,8.0229,8.0248,35.371,1.042,0,4.7621,0.0332,0.004,0,0
33.6611,8.0228,8.0248,35.32,1.0385,0.0005,4.7687,0.0342,0.0034,0,0
33.6623,8.0226,8.0245,35.29,1.0352,0.0006,4.7646,0.0335,0.0044,0.0003,0
33.6619,8.0223,8.0242,35.285,1.0326,0,4.7723,0.0412,0.0047,0.001,0
33.6645,8.0212,8.0231,35.321,1.0298,0,4.7744,0.0405,0.0037,0,0
33.6619,8.0199,8.0218,35.393,1.0283,0.0002,4.7678,0.0412,0.0048,0,0
33.6573,8.0194,8.0213,35.483,1.0253,0.0001,4.7741,0.0346,0.0043,0,0
33.6558,8.0183,8.0202,35.604,1.0234,0,4.7724,0.0358,0.0043,0.001,0
33.6649,8.0171,8.0191,35.728,1.0224,0,4.7765,0.0353,0.0043,0.0008,0
33.6762,8.0161,8.018,35.866,1.0203,0.0002,4.7644,0.034,0.0051,0.0009,0
33.6813,8.0137,8.0156,36.011,1.0184,0.0003,4.3146,0.033,0.0042,0,0
33.6833,8.011,8.013,36.16,1.0166,0.0013,4.7247,0.0341,0.0053,0.0001,0
33.6876,8.0094,8.0113,36.315,1.0146,0.0009,4.7552,0.035,0.0049,0.001,0
33.6973,8.008,8.0099,36.473,1.0129,0.0002,4.7541,0.0298,0.0052,0,0
33.7027,8.0062,8.0081,36.634,1.0121,0.001,4.7576,0.0293,0.0041,0,0
33.7068,8.0045,8.0064,36.789,1.0108,0,4.7457,0.0292,0.0054,0,0
33.7127,8.0033,8.0052,36.942,1.0093,0,4.7284,0.0281,0.0047,0.0008,0
33.715,8.0019,8.0038,37.091,1.0088,0.0008,4.7343,0.0269,0.0044,0,0
33.7186,8.001,8.0029,37.242,1.0059,0.0008,4.7389,0.027,0.005,0.0005,0
33.7202,8.0002,8.0021,37.367,1.0065,0.0007,4.7313,0.0269,0.0051,0,0
33.7214,7.9999,8.0018,37.48,1.005,0.0008,4.7228,0.0314,0.0062,0,0
33.7212,8.0011,8.0031,37.566,1.0045,0.0004,4.7235,0.0326,0.006,0,0
33.7207,8.0028,8.0047,37.614,1.0031,0,4.7078,0.0317,0.0044,0.001,0
33.7188,8.0045,8.0065,37.64,1.0018,0,4.7079,0.0309,0.0043,0,0
33.717,8.0064,8.0083,37.64,1.002,0,4.7079,0.0296,0.0052,0.0008,0
33.7155,8.0079,8.0099,37.627,0.9998,0.0002,4.6978,0.0296,0.0055,0.0014,0
33.7153,8.0086,8.0105,37.616,0.9987,0.0002,4.6913,0.0296,0.0048,0.0001,0
33.7161,8.0086,8.0105,37.621,0.9985,0.0003,4.6919,0.0298,0.0047,0.0004,0
33.716,8.0079,8.0099,37.656,0.9963,0,4.6903,0.0305,0.0047,0.0001,0
33.7175,8.0058,8.0078,37.728,0.9963,0.0002,4.6954,0.0294,0.005,0.0002,0
33.7205,8.0034,8.0053,37.844,0.9957,0.0001,4.6931,0.0262,0.0058,0.0008,0
33.7228,8.0011,8.003,37.99,0.9955,0,4.6872,0.027,0.0057,0.0001,0
33.7244,7.9994,8.0013,38.15,0.9956,0.0004,4.6862,0.0265,0.0058,0.0005,0
33.7257,7.9983,8.0002,38.321,0.9952,0,4.6828,0.0267,0.0054,0.0008,0
33.7262,7.9976,7.9995,38.496,0.9938,0,4.6802,0.0266,0.0054,0,0
33.7298,7.9973,7.9992,38.671,0.9934,0,4.6739,0.0266,0.006,0.0011,0
33.7326,7.997,7.9989,38.809,0.9922,0,4.6734,0.0285,0.0065,0.0005,0
33.7336,7.9969,7.9988,38.927,0.9918,0.0005,4.6773,0.0272,0.0063,0,0
33.7332,7.9971,7.9991,39.015,0.9911,0.0006,4.6772,0.0279,0.0056,0.0006,0
33.7357,7.9978,7.9997,39.084,0.9919,0,4.6638,0.0273,0.0056,0.0007,0
33.736,7.9995,8.0015,39.132,0.9914,0.0014,4.6506,0.026,0.0061,0.0004,0
33.7352,8.0011,8.0031,39.172,0.9905,0,4.635,0.0268,0.0057,0,0
33.7345,8.0023,8.0042,39.226,0.9911,0,4.6333,0.0269,0.006,0.0005,0
33.7329,8.0024,8.0044,39.291,0.9902,0.0004,4.6155,0.0278,0.0063,0,0
33.7327,8.0014,8.0033,39.39,0.9902,0.0012,4.6201,0.0275,0.0063,0.0003,0
33.7333,7.9997,8.0016,39.506,0.99,0,4.6093,0.0281,0.0056,0.0006,0
33.734,7.9984,8.0003,39.639,0.9885,0,4.587,0.0275,0.006,0,0
33.7348,7.9974,7.9993,39.777,0.989,0,4.5879,0.0259,0.0063,0,0
33.7356,7.9966,7.9986,39.928,0.9886,0,4.5859,0.0259,0.0076,0.0009,0
33.7361,7.9963,7.9982,40.077,0.9886,0,4.5872,0.0256,0.0076,0.0005,0
33.7369,7.9961,7.9981,40.208,0.9879,0,4.5827,0.0277,0.0082,0,0
33.7383,7.9961,7.9981,40.289,0.9873,0,4.5718,0.0276,0.0078,0,0
33.741,7.9968,7.9987,40.33,0.9875,0.0008,4.5735,0.0282,0.0078,0,0
33.7407,7.9985,8.0004,40.341,0.9878,0.0002,4.5755,0.0259,0.0067,0.0005,0
33.739,8.0005,8.0025,40.33,0.9871,0,4.5734,0.0254,0.0076,0,0
33.7374,8.002,8.0039,40.31,0.9865,0,4.5686,0.0253,0.0067,0.0011,0
33.7375,8.0028,8.0047,40.284,0.9862,0,4.5686,0.0262,0.0073,0.0005,0
33.7364,8.0035,8.0054,40.255,0.987,0,4.566,0.0269,0.0066,0,0
33.736,8.0034,8.0054,40.231,0.9866,0,4.5675,0.0284,0.0079,0,0
33.7361,8.0034,8.0053,40.216,0.986,0.0001,4.5625,0.0272,0.0069,0.0003,0
33.7359,8.0032,8.0052,40.209,0.987,0,4.5653,0.0279,0.0064,0.0003,0
33.7364,8.003,8.0049,40.209,0.9861,0,4.5638,0.0298,0.0076,0,0
33.7352,8.0031,8.005,40.222,0.9858,0.0011,4.5676,0.0287,0.0066,0,0
33.7341,8.0025,8.0044,40.25,0.9851,0,4.5734,0.0288,0.0067,0.0014,0
33.7366,8.0016,8.0036,40.268,0.9856,0,4.5651,0.0291,0.0066,0.0011,0
33.7392,8.0015,8.0034,40.3,0.9851,0.0002,4.5735,0.0278,0.006,0.0001,0
33.7372,8.0026,8.0046,40.332,0.985,0.0002,4.5673,0.0294,0.007,0,0
33.7366,8.0032,8.0051,40.356,0.9857,0.0004,4.5444,0.0278,0.0075,0,0
33.736,8.0034,8.0053,40.395,0.986,0.0001,4.566,0.0272,0.0075,0,0
33.7357,8.0032,8.0051,40.434,0.9844,0.0004,4.574,0.0273,0.0069,0,0
33.7356,8.0028,8.0047,40.487,0.9849,0,4.5728,0.0275,0.0069,0,0
33.7355,8.0023,8.0042,40.555,0.9854,0.0003,4.5802,0.0273,0.0063,0.0003,0
33.7353,8.002,8.0039,40.632,0.985,0.0009,4.5793,0.028,0.0079,0.0004,0
33.7349,8.0014,8.0033,40.721,0.9848,0,4.5784,0.0272,0.0071,0.0005,0
33.735,8.0005,8.0025,40.817,0.985,0.0004,4.5775,0.0255,0.0079,0,0
33.7358,7.9997,8.0016,40.92,0.9841,0,4.5869,0.0253,0.0076,0,0
33.7363,7.9991,8.001,41.014,0.9849,0.0001,4.575,0.0259,0.0065,0,0
33.7381,7.9988,8.0007,41.11,0.9849,0,4.5782,0.0264,0.0063,0,0
33.7386,7.9991,8.001,41.183,0.9845,0.0006,4.5591,0.0259,0.0079,0,0
33.7386,7.9998,8.0017,41.231,0.9844,0.0001,4.5698,0.0268,0.0068,0.0008,0
33.7372,8.0007,8.0026,41.248,0.985,0,4.5704,0.027,0.0065,0,0
33.7368,8.0009,8.0028,41.238,0.9853,0,4.5624,0.0279,0.007,0,0
33.7367,8.0008,8.0028,41.199,0.9837,0,4.5666,0.0275,0.0069,0.0007,0
33.7369,8.0005,8.0025,41.14,0.985,0,4.567,0.0282,0.0072,0,0
33.7374,8.0004,8.0023,41.068,0.9844,0.0009,4.5676,0.0281,0.0069,0.0006,0
33.737,8.0004,8.0023,41.002,0.9836,0.0011,4.5633,0.0282,0.0077,0.0011,0
33.7362,8.0005,8.0024,40.949,0.9842,0,4.5824,0.0286,0.0065,0,0
33.7366,8.0003,8.0022,40.91,0.9841,0,4.58,0.0296,0.0064,0,0
33.7367,8.0003,8.0023,40.895,0.983,0.0006,4.5935,0.0288,0.0056,0.0011,0
33.7356,8.0006,8.0025,40.903,0.9841,0.0002,4.6043,0.0301,0.0065,0.0016,0
33.7342,8.0005,8.0025,40.931,0.9828,0.0008,4.6047,0.0255,0.0076,0,0
33.7342,7.9999,8.0018,40.98,0.9839,0.0005,4.605,0.0259,0.0063,0.0011,0
33.7348,7.9991,8.001,41.045,0.9838,0.0004,4.6116,0.0259,0.0067,0.0002,0
33.7344,7.9986,8.0005,41.115,0.9829,0.0006,4.6115,0.026,0.0059,0.001,0
33.7339,7.9982,8.0002,41.203,0.9827,0,4.6168,0.0266,0.007,0,0
33.735,7.9974,7.9993,41.294,0.9832,0,4.6124,0.0272,0.0069,0.0002,0
33.7351,7.9968,7.9987,41.379,0.9834,0.0007,4.6003,0.0263,0.0075,0.0005,0
33.7355,7.9964,7.9983,41.471,0.982,0,4.6055,0.0266,0.007,0.0013,0
33.7359,7.9961,7.998,41.559,0.982,0.0006,4.5959,0.0261,0.008,0,0
33.7362,7.996,7.9979,41.629,0.982,0.0007,4.5928,0.0273,0.0073,0.0002,0
33.737,7.9959,7.9978,41.681,0.9827,0.0002,4.5818,0.0266,0.0066,0,0
33.7383,7.9962,7.9981,41.72,0.9837,0.0001,4.5808,0.0266,0.0063,0.0006,0
33.7406,7.9972,7.9991,41.753,0.9823,0,4.5754,0.0268,0.0074,0.001,0
33.7383,7.9992,8.0011,41.773,0.9829,0,4.5821,0.0262,0.0062,0.0008,0
33.7355,8.0005,8.0024,41.784,0.9835,0.0004,4.5849,0.0285,0.0062,0,0
33.7348,8.0005,8.0024,41.797,0.983,0,4.5751,0.0275,0.0064,0.0009,0
33.7339,8.0002,8.0021,41.809,0.9829,0.0002,4.584,0.0275,0.0057,0,0
33.7353,7.9992,8.0012,41.826,0.9839,0.0007,4.5861,0.0289,0.0076,0.0007,0
33.7358,7.9989,8.0008,41.855,0.9843,0,4.5849,0.0297,0.0064,0.0002,0
33.7355,7.9987,8.0007,41.893,0.9834,0.0001,4.5814,0.0273,0.0059,0.0002,0
33.7358,7.9984,8.0004,41.951,0.9828,0.0007,4.5874,0.0282,0.007,0,0
33.7372,7.9981,8,42.016,0.9828,0,4.584,0.0272,0.0069,0,0
33.7374,7.9979,7.9998,42.075,0.9839,0,4.5852,0.0275,0.0069,0.0012,0
33.7394,7.9979,7.9999,42.132,0.9829,0.0001,4.5833,0.0275,0.0072,0.0009,0
33.7398,7.9988,8.0007,42.167,0.9846,0.0002,4.5744,0.0275,0.0066,0.0002,0
33.738,7.9999,8.0018,42.196,0.9831,0.0005,4.5789,0.0262,0.0066,0,0
33.737,8.0004,8.0023,42.214,0.9831,0,4.5839,0.0275,0.0081,0,0
33.7372,8.0002,8.0021,42.229,0.9829,0.0001,4.5859,0.0287,0.007,0,0
33.7376,8.0003,8.0022,42.243,0.9821,0.0008,4.5851,0.0288,0.0073,0.0007,0
33.7373,8.0003,8.0023,42.26,0.9834,0,4.5765,0.0284,0.0082,0,0
33.7358,8.0004,8.0023,42.275,0.9823,0,4.5825,0.0301,0.0063,0.0003,0
33.7366,7.9999,8.0018,42.3,0.9821,0.0001,4.5802,0.0268,0.0066,0.0003,0
33.7372,7.9995,8.0014,42.326,0.9832,0,4.5854,0.0268,0.0061,0.0005,0
33.7367,7.9995,8.0014,42.357,0.9828,0,4.5853,0.0277,0.007,0.0008,0
33.7375,7.9992,8.0011,42.379,0.9829,0,4.585,0.0276,0.0069,0.0008,0
33.7377,7.9991,8.001,42.412,0.9829,0,4.5844,0.0251,0.0074,0.0011,0
33.738,7.9991,8.001,42.442,0.9828,0.0008,4.584,0.0259,0.0062,0,0
33.7371,7.9991,8.001,42.486,0.9832,0,4.5858,0.0266,0.0073,0.0005,0
33.7365,7.9991,8.001,42.533,0.9831,0,4.5834,0.0279,0.0069,0.0011,0
33.7359,7.9992,8.0011,42.585,0.9827,0.0001,4.59,0.0273,0.0067,0,0
33.7344,7.9992,8.0012,42.649,0.9826,0.0005,4.6027,0.0279,0.0069,0.0003,0
33.7329,7.9991,8.001,42.721,0.9834,0.0014,4.6005,0.0256,0.0059,0,0
33.7319,7.9986,8.0005,42.791,0.9831,0,4.6146,0.0246,0.0067,0.0005,0
33.7337,7.9978,7.9997,42.857,0.9837,0.0002,4.6114,0.0252,0.0057,0,0
33.7345,7.9973,7.9992,42.909,0.9838,0,4.6098,0.0268,0.0059,0.001,0
33.7356,7.9974,7.9993,42.955,0.9834,0,4.6096,0.0278,0.0059,0.0005,0
33.7374,7.9974,7.9994,42.999,0.9836,0.0002,4.6065,0.0281,0.0064,0,0
33.7377,7.9981,8,43.028,0.9831,0,4.5977,0.0266,0.0057,0,0
33.7369,7.9994,8.0013,43.052,0.9818,0.0002,4.6,0.0268,0.006,0.0008,0
33.7361,8.0003,8.0022,43.082,0.9826,0.0002,4.6059,0.0282,0.0061,0.0008,0
33.7352,8.0008,8.0028,43.107,0.9837,0,4.609,0.0275,0.0072,0,0
33.7358,8.001,8.0029,43.14,0.9821,0.0001,4.6088,0.0254,0.0056,0.001,0
33.7349,8.0008,8.0027,43.186,0.9818,0.0001,4.6063,0.0262,0.006,0,0
33.7348,8.0005,8.0025,43.259,0.9816,0.0006,4.597,0.027,0.0066,0.0008,0
33.7345,7.9997,8.0016,43.351,0.9821,0,4.5805,0.0273,0.0066,0,0
33.7358,7.9986,8.0005,43.465,0.9825,0,4.5707,0.0282,0.0068,0,0
33.7366,7.9973,7.9992,43.577,0.9834,0,4.5694,0.0278,0.007,0.001,0
33.7376,7.9961,7.9981,43.691,0.9831,0,4.5729,0.0262,0.0074,0,0
33.7379,7.9955,7.9975,43.81,0.9823,0,4.5737,0.027,0.0069,0.0003,0
33.7382,7.9952,7.9971,43.941,0.9816,0,4.5782,0.0251,0.0075,0,0
33.7368,7.995,7.9969,44.069,0.9821,0,4.5784,0.0259,0.0069,0,0
33.739,7.9948,7.9967,44.192,0.9815,0,4.5759,0.0256,0.0066,0,0
33.7395,7.9949,7.9968,44.314,0.9826,0.0002,4.5774,0.0262,0.0063,0.0005,0
33.7395,7.995,7.9969,44.426,0.982,0,4.5808,0.0262,0.006,0,0
33.7397,7.995,7.997,44.527,0.9816,0,4.5747,0.0258,0.0072,0.0008,0
33.7405,7.9954,7.9973,44.608,0.9818,0.0005,4.5755,0.0259,0.0068,0.0003,0
33.7412,7.9957,7.9976,44.676,0.9819,0.0002,4.5718,0.0262,0.0074,0,0
33.7407,7.9964,7.9983,44.722,0.9813,0.0002,4.5729,0.0271,0.0082,0,0
33.7399,7.9971,7.9991,44.762,0.9818,0,4.5673,0.028,0.007,0,0
33.7388,7.9976,7.9995,44.79,0.9819,0,4.548,0.0279,0.007,0.0002,0
33.7391,7.9975,7.9994,44.799,0.9816,0,4.5441,0.0275,0.0072,0.0003,0
33.7397,7.9973,7.9992,44.795,0.9811,0,4.5489,0.0289,0.0072,0,0
33.7395,7.9976,7.9995,44.799,0.9809,0.0008,4.5448,0.0289,0.0062,0.0006,0
33.7392,7.9976,7.9996,44.825,0.9812,0.0004,4.5398,0.0288,0.007,0.0008,0
33.7385,7.9976,7.9995,44.867,0.9807,0.0004,4.5282,0.0278,0.0066,0,0
33.739,7.9971,7.9991,44.933,0.9799,0,4.5426,0.0286,0.0077,0,0
33.7386,7.9969,7.9988,45.014,0.9798,0.0005,4.5383,0.0278,0.0078,0.0011,0
33.7391,7.9966,7.9985,45.102,0.9795,0.0002,4.5264,0.0293,0.0068,0,0
33.7394,7.9963,7.9983,45.196,0.9803,0,4.522,0.027,0.0076,0.0008,0
33.7397,7.9961,7.9981,45.286,0.9802,0,4.521,0.0271,0.0074,0.0006,0
33.7405,7.9962,7.9981,45.376,0.9802,0,4.4971,0.027,0.0087,0,0
33.7404,7.9966,7.9985,45.449,0.9809,0,4.4774,0.0307,0.0067,0.0008,0
33.7407,7.997,7.9989,45.504,0.9802,0.0002,4.4768,0.0306,0.0082,0,0
33.742,7.9973,7.9992,45.534,0.9795,0,4.4807,0.0291,0.0079,0,0
33.7426,7.9979,7.9999,45.532,0.9791,0.0001,4.4795,0.03,0.0089,0,0
33.7413,7.9992,8.0011,45.507,0.9794,0.0001,4.4759,0.0285,0.0089,0.0007,0
33.7405,7.9999,8.0018,45.452,0.9788,0.0012,4.4839,0.0294,0.0087,0.0009,0
33.7395,8.0003,8.0022,45.391,0.9785,0,4.4773,0.0288,0.0089,0.0004,0
33.7395,8.0003,8.0022,45.321,0.9786,0,4.4936,0.0294,0.0082,0,0
33.7393,8.0002,8.0021,45.26,0.978,0,4.4963,0.0282,0.0085,0,0
33.7408,8,8.0019,45.228,0.9776,0,4.5045,0.0279,0.0075,0,0
33.7371,8.0005,8.0025,45.226,0.978,0,4.5064,0.0287,0.0082,0.0008,0
33.7368,7.9997,8.0016,45.266,0.978,0,4.4994,0.0278,0.0082,0.0012,0
33.7374,7.9983,8.0002,45.34,0.9774,0,4.503,0.0288,0.008,0.0006,0
33.7383,7.9973,7.9992,45.439,0.9785,0,4.5184,0.0291,0.0082,0,0
33.7381,7.9964,7.9983,45.577,0.9774,0,4.5359,0.0246,0.0094,0,0
33.7387,7.9958,7.9978,45.725,0.9772,0.0001,4.5216,0.0246,0.0072,0.0002,0
